park_id,buffer_km,in_out,mean_tc,median_tc,sd_tc,n_pixels
454231,5,out,78.9737990371812,80.0,5.114001981310526,48815
454231,5,in,79.16808322567485,80.0,3.8806259003588828,44121
454231,5,out,78.9737990371812,80.0,5.114001981310526,48815
454231,5,in,79.16808322567485,80.0,3.8806259003588828,44121
454231,5,out,78.9737990371812,80.0,5.114001981310526,48815
454231,5,in,79.16808322567485,80.0,3.8806259003588828,44121
454231,5,out,78.9737990371812,80.0,5.114001981310526,48815
454231,5,in,79.16808322567485,80.0,3.8806259003588828,44121
454231,5,out,78.9737990371812,80.0,5.114001981310526,48815
454231,5,in,79.16808322567485,80.0,3.8806259003588828,44121
